68.0,62.0,57.0,61.0,67.0,63.0,58.0,63.0,64.0,62.0,66.0,62.0,65.0,67.0,65.0,63.0,65.0,61.0,64.0,65.0,64.0,64.0,69.0,59.0,60.0,60.0,68.0,58.0,59.0,61.0,61.0,69.0,55.0,63.0,60.0,67.0,64.0,64.0,55.0,67.0,59.0,66.0,64.0,62.0,61.0,69.0,69.0,71.0,66.0,64.0,67.0,68.0,73.0
76.0,74.0,73.0,74.0,73.0,71.0,71.0,78.0,73.0,74.0,74.0,72.0,73.0,77.0,75.0,77.0,77.0,75.0,73.0,72.0,73.0,76.0,76.0,75.0,72.0,71.0,73.0,69.0,75.0,75.0,75.0,71.0,72.0,72.0,79.0,74.0,75.0,77.0,79.0,75.0,77.0,79.0,78.0,75.0,78.0,78.0,78.0,75.0,79.0,75.0,76.0,76.0,76.0
68.0,68.0,66.0,66.0,70.0,71.0,69.0,68.0,72.0,67.0,65.0,66.0,71.0,62.0,71.0,70.0,67.0,67.0,69.0,65.0,72.0,70.0,69.0,65.0,72.0,68.0,71.0,66.0,71.0,65.0,67.0,70.0,67.0,69.0,73.0,73.0,71.0,70.0,71.0,71.0,73.0,64.0,73.0,70.0,66.0,69.0,70.0,72.0,71.0,71.0,71.0,75.0
49.0,50.0,47.0,40.0,38.0,44.0,46.0,42.0,46.0,42.0,45.0,38.0,41.0,52.0,45.0,48.0,37.0,55.0,45.0,51.0,44.0,40.0,47.0,42.0,42.0,55.0,48.0,44.0,39.0,56.0,45.0,46.0,59.0,49.0,48.0,37.0,54.0,40.0,48.0,46.0,40.0,56.0,50.0,43.0,40.0,46.0,58.0,48.0,57.0,45.0,59.0,54.0,nan
15.0,20.0,2.0,15.0,17.0,17.0,23.0,16.0,20.0,21.0,17.0,17.0,22.0,9.0,15.0,6.0,14.0,16.0,22.0,6.0,18.0,12.0,15.0,16.0,12.0,12.0,22.0,14.0,11.0,13.0,18.0,8.0,18.0,17.0,16.0,22.0,21.0,17.0,10.0,17.0,14.0,21.0,11.0,14.0,11.0,26.0,19.0,22.0,26.0,8.0,7.0,23.0,13.0
46.0,44.0,47.0,50.0,47.0,50.0,46.0,41.0,53.0,50.0,48.0,43.0,45.0,45.0,43.0,40.0,49.0,40.0,47.0,43.0,45.0,41.0,45.0,42.0,49.0,46.0,47.0,41.0,42.0,47.0,50.0,44.0,44.0,45.0,49.0,49.0,40.0,47.0,47.0,49.0,51.0,49.0,48.0,51.0,43.0,47.0,49.0,48.0,47.0,46.0,47.0,47.0,47.0
25.0,23.0,19.0,27.0,19.0,19.0,24.0,19.0,21.0,20.0,27.0,14.0,25.0,22.0,24.0,20.0,20.0,17.0,24.0,20.0,30.0,15.0,18.0,26.0,13.0,24.0,19.0,21.0,16.0,22.0,19.0,16.0,20.0,26.0,23.0,18.0,23.0,22.0,22.0,24.0,19.0,27.0,21.0,19.0,25.0,24.0,26.0,25.0,17.0,17.0,23.0,27.0
5.0,-2.0,-1.0,8.0,1.0,3.0,4.0,5.0,7.0,11.0,-1.0,-5.0,5.0,-7.0,10.0,-7.0,-8.0,2.0,-13.0,-6.0,5.0,-3.0,-5.0,4.0,2.0,5.0,9.0,2.0,-5.0,3.0,-4.0,3.0,13.0,7.0,4.0,2.0,14.0,4.0,0.0,-2.0,9.0,7.0,10.0,1.0,9.0,2.0,10.0,7.0,-1.0,-1.0,2.0,4.0,nan
